facility_damage,summary_point,lat,long,highlight_in_map2
0.0,POINT (-77.47770524025313 43.06268676858718),43.06269,-77.47771,False
0.0,POINT (-89.6015 29.3835),29.3835,-89.6015,False
0.0,POINT (-90.16883333333332 29.9445),29.9445,-90.16883,False
4500.0,POINT (-91.2835 43.83416666666666),43.83417,-91.2835,True
0.0,POINT (-80.2601813907935 27.2036295896244),27.20363,-80.26018,False
0.0,POINT (-88.08638837157022 41.52752960181744),41.52753,-88.08639,False
0.0,POINT (-90.00946666666665 29.87068333333333),29.87068,-90.00947,False
0.0,POINT (-118.2402151316481 33.76599819026295),33.766,-118.24022,False
1.0,POINT (-73.8105 40.59616666666666),40.59617,-73.8105,True
0.0,POINT (-91.7344722747798 30.690680110992748),30.69068,-91.73447,False
0.0,POINT (-77.81256376989145 34.21800256665624),34.218,-77.81256,False
0.0,POINT (-90.7205 29.5679166666667),29.56792,-90.7205,False
0.0,POINT (-76.295 36.775),36.775,-76.295,False
0.0,POINT (-90.12780761718764 29.73350671976449),29.73351,-90.12781,False
0.0,POINT (-95.11282293532848 39.56012663137743),39.56013,-95.11282,False
250695.0,POINT (-76.04883333333333 36.61633333333333),36.61633,-76.04883,True
25000.0,POINT (-87.5426955100463 41.71378487705182),41.71378,-87.5427,True
0.0,POINT (-88.08748135794161 41.52073797243719),41.52074,-88.08748,False
937000.0,POINT (-89.63074064254796 30.155442385970208),30.15544,-89.63074,True
142000.0,POINT (-93.82155 30.044793),30.04479,-93.82155,True
0.0,POINT (-88.68846988678025 37.13847474324509),37.13847,-88.68847,False
50000.0,POINT (-88.01520948908218 32.23768599342426),32.23769,-88.01521,True
0.0,POINT (-88.68611568273593 37.1359595256283),37.13596,-88.68612,False
0.0,POINT (-88.68850111092834 37.13844488515819),37.13844,-88.6885,False
0.0,POINT (-90.1790363625115 38.628823618917245),38.62882,-90.17904,False
0.0,POINT (-90.90459513776058 32.31431499973982),32.31431,-90.9046,False
0.0,POINT (-75.0641940203987 38.4525859803618),38.45259,-75.06419,False
35000.0,POINT (-76.29486641119118 36.775021323155485),36.77502,-76.29487,True
0.0,POINT (-89.4671795368195 37.21651294829365),37.21651,-89.46718,False
5000.0,POINT (-93.24646568298249 30.238212827901037),30.23821,-93.24647,True
0.0,POINT (-89.46643924713163 37.21684616235116),37.21685,-89.46644,False
0.0,POINT (-88.68370375829215 37.13546409793412),37.13546,-88.6837,False
0.0,POINT (-87.83814506418545 36.49135759066867),36.49136,-87.83815,False
0.0,POINT (-88.28587127680865 37.02622242128864),37.02622,-88.28587,False
0.0,POINT (-88.01521666666666 32.23761666666667),32.23762,-88.01522,False
0.0,POINT (-88.39942864628837 37.148557420893376),37.14856,-88.39943,False
0.0,POINT (-77.89938068390212 34.05587605973401),34.05588,-77.89938,False
0.0,POINT (-84.82415771484507 39.10389061693639),39.10389,-84.82416,False
0.0,POINT (-87.63261894300923 41.88745977445985),41.88746,-87.63262,False
20000.0,POINT (-74.19648112815891 40.63838728523712),40.63839,-74.19648,True
0.0,POINT (-88.68830480626502 37.12988509652276),37.12989,-88.6883,False
0.0,POINT (-90.3745 29.945583333333328),29.94558,-90.3745,False
0.0,POINT (-94.58862222174153 39.11267982583266),39.11268,-94.58862,False
0.0,POINT (-76.18744468689324 36.72359466040693),36.72359,-76.18744,False
0.0,POINT (-88.28467941284235 37.0253423461135),37.02534,-88.28468,False
0.0,POINT (-87.5473937988287 37.90524917796356),37.90525,-87.54739,False
0.0,POINT (-88.62920379638717 37.11226442732962),37.11226,-88.6292,False
0.0,POINT (-87.83208818237158 32.84594852483632),32.84595,-87.83209,False
0.0,POINT (-88.015385 32.23772),32.23772,-88.01538,False
0.0,POINT (-87.99937820434624 36.01815883548719),36.01816,-87.99938,False
0.0,POINT (-88.58599557401347 41.305915424689054),41.30592,-88.586,False
120000.0,POINT (-90.37383333333331 29.9425),29.9425,-90.37383,True
0.0,POINT (-88.015385 32.23772),32.23772,-88.01538,False
0.0,POINT (-87.82986225115857 32.54544427131374),32.54544,-87.82986,False
0.0,POINT (-88.247894 30.405801),30.4058,-88.24789,False
5000.0,POINT (-86.41906356811612 30.427563630595863),30.42756,-86.41906,True
0.0,POINT (-85.03303776523934 29.76498266073587),29.76498,-85.03304,False
0.0,POINT (-90.9057361111111 32.3149222222222),32.31492,-90.90574,False
3000.0,POINT (-76.29520511627568 36.775010914852686),36.77501,-76.29521,True
0.0,POINT (-89.8362579538239 37.90253347397304),37.90253,-89.83626,False
0.0,POINT (-90.16557930380912 42.06438679389344),42.06439,-90.16558,False
0.0,POINT (-122.73191591335426 48.032051288478655),48.03205,-122.73192,False
0.0,POINT (-90.91219499422688 30.09775512276099),30.09776,-90.91219,False
0.0,POINT (-90.90418910980192 32.31422845688947),32.31423,-90.90419,False
0.0,POINT (-90.90517616271964 32.31330359249821),32.3133,-90.90518,False
0.0,POINT (-90.9057361111111 32.3149222222222),32.31492,-90.90574,False
0.0,POINT (-91.09079344185876 40.798808715824656),40.79881,-91.09079,False
0.0,POINT (-90.168 42.06433333333333),42.06433,-90.168,False
75000.0,POINT (-90.38529968261741 29.568584900888037),29.56858,-90.3853,True
0.0,POINT (-87.907309 31.494472),31.49447,-87.90731,False
0.0,POINT (-87.54311075258165 41.719399606809326),41.7194,-87.54311,False
0.0,POINT (-82.04184925465563 39.01304756908408),39.01305,-82.04185,False
0.0,POINT (-91.29705809493481 40.62832237880718),40.62832,-91.29706,False
0.0,POINT (-90.02588371425091 30.004534685240905),30.00453,-90.02588,False
5000.0,POINT (-88.11502822244873 30.41583707558267),30.41584,-88.11503,True
0.0,POINT (-91.2837909628641 43.83494325650443),43.83494,-91.28379,False
0.0,POINT (-88.83957481384294 41.34142317180312),41.34142,-88.83957,False
0.0,POINT (-88.68413853460572 37.13571916606645),37.13572,-88.68414,False
0.0,POINT (-89.20783333333334 41.3125),41.3125,-89.20783,False
0.0,POINT (-90.9057361111111 32.3149222222222),32.31492,-90.90574,False
0.0,POINT (-88.68663943825732 37.13409558318868),37.1341,-88.68664,False
0.0,POINT (-84.54193261118705 39.096645031450464),39.09665,-84.54193,False
0.0,POINT (-90.16837 42.06497),42.06497,-90.16837,False
0.0,POINT (-90.16843333333334 29.944716666666668),29.94472,-90.16843,False
0.0,POINT (-91.0323722222222 39.4464),39.4464,-91.03237,False
10000.0,POINT (-92.1393981319741 29.974803646048443),29.9748,-92.1394,True
0.0,POINT (-76.29280185699919 36.79697005206253),36.79697,-76.2928,False
0.0,POINT (-122.39409542082944 47.277524811439285),47.27752,-122.3941,False
10000.0,POINT (-90.16890258317724 29.94386208426449),29.94386,-90.1689,True
0.0,POINT (-90.6460944444444 39.70335),39.70335,-90.64609,False
0.0,POINT (-89.83791446685807 37.90218185734095),37.90218,-89.83791,False
1500.0,POINT (-71.41534515546918 41.531445165341815),41.53145,-71.41535,True
0.0,POINT (-81.71034966028456 41.49745066075894),41.49745,-81.71035,False
0.0,POINT (-90.60760116577136 39.632926587031626),39.63293,-90.6076,False
0.0,POINT (-74.833593 38.991086),38.99109,-74.83359,False
0.0,POINT (-91.28042 43.8332277777778),43.83323,-91.28042,False
0.0,POINT (-93.0511055555556 44.9182777777778),44.91828,-93.05111,False
500.0,POINT (-93.34775329980013 30.0650565950674),30.06506,-93.34775,True
0.0,POINT (-90.1791027777778 38.6289583333333),38.62896,-90.1791,False
0.0,POINT (-87.99897535632041 41.68262618120468),41.68263,-87.99898,False
0.0,POINT (-90.59449364290077 41.511447914872335),41.51145,-90.59449,False
0.0,POINT (-89.8021 30.2344),30.2344,-89.8021,False
900.0,POINT (-88.56366666666666 30.36883333333333),30.36883,-88.56367,True
0.0,POINT (-88.0006639866099 36.017646842939826),36.01765,-88.00066,False
2000.0,POINT (-89.26417922973691 30.342156639559956),30.34216,-89.26418,True
0.0,POINT (-80.76196289062732 28.531063864574207),28.53106,-80.76196,False
0.0,POINT (-88.52439444675208 37.0336056202526),37.03361,-88.52439,False
0.0,POINT (-85.36918258667095 38.72896071682064),38.72896,-85.36918,False
0.0,POINT (-91.0934977874206 40.79753379656583),40.79753,-91.0935,False
0.0,POINT (-89.15032482147238 36.97768273588494),36.97768,-89.15032,False
0.0,POINT (-89.14753532409682 36.99252756112539),36.99253,-89.14754,False
0.0,POINT (-88.36774335071615 37.157987673039806),37.15799,-88.36774,False
0.0,POINT (-86.7486813096885 36.16070453070871),36.1607,-86.74868,False
0.0,POINT (-74.87382476049318 38.95628178956699),38.95628,-74.87382,False
0.0,POINT (-91.0338333333333 39.443333333333335),39.44333,-91.03383,False
0.0,POINT (-91.04516666666666 39.454166666666666),39.45417,-91.04517,False
200000.0,POINT (-75.20498333333333 39.93566666666667),39.93567,-75.20498,True
0.0,POINT (-88.85051792243473 30.40861718721136),30.40862,-88.85052,False
5000.0,POINT (-85.55049434767325 35.021342614594374),35.02134,-85.55049,True
0.0,POINT (-91.21218821505836 29.69256672219077),29.69257,-91.21219,False
0.0,POINT (-90.1841239142227 41.83750522232339),41.83751,-90.18412,False
0.0,POINT (-88.04375425760823 30.736873383635285),30.73687,-88.04375,False
0.0,POINT (-85.55165863037206 35.023085930544696),35.02309,-85.55166,False
0.0,POINT (-91.03332138061485 39.44552159457257),39.44552,-91.03332,False
0.0,POINT (-88.129 30.2895),30.2895,-88.129,False
0.0,POINT (-93.2462940216056 30.23806452280947),30.23806,-93.24629,False
20000.0,POINT (-90.16573405265859 42.064227787793946),42.06423,-90.16573,True
0.0,POINT (-74.05008603873206 40.10644598664188),40.10645,-74.05009,False
0.0,POINT (-90.183790683747 41.8377540637022),41.83775,-90.18379,False
36000.0,POINT (-81.68969718164878 41.48621096352902),41.48621,-81.6897,True
0.0,POINT (-90.165834638479 42.06419132869468),42.06419,-90.16583,False
0.0,POINT (-88.1202420241079 36.77263919513096),36.77264,-88.12024,False
0.0,POINT (-91.1586316062192 33.29501279051418),33.29501,-91.15863,False
,POINT (-75.2045974731485 39.94098413291472),39.94098,-75.2046,False
0.0,POINT (-91.03296079102108 39.445698454743486),39.4457,-91.03296,False
0.0,POINT (-90.38547134399398 29.56904214692035),29.56904,-90.38547,False
486400.0,POINT (-75.99189774745112 37.088788233300654),37.08879,-75.9919,True
0.0,POINT (-95.26567576265536 29.725470538166885),29.72547,-95.26568,False
0.0,POINT (-89.61196517944347 36.1153492017885),36.11535,-89.61197,False
0.0,POINT (-90.16519165253268 42.06440744154516),42.06441,-90.16519,False
0.0,POINT (-87.18509011509026 30.39274561610439),30.39275,-87.18509,False
0.0,POINT (-91.2808287285459 43.83327314449173),43.83327,-91.28083,False
0.0,POINT (-91.0991964340208 29.66760025594645),29.6676,-91.0992,False
0.0,POINT (-88.97562529605165 30.41540563500208),30.41541,-88.97563,False
0.0,POINT (-73.8840883249481 40.57154457326045),40.57154,-73.88409,False
0.0,POINT (-90.16591644286626 42.06488888154312),42.06489,-90.16592,False
0.0,POINT (-88.68557760382886 37.137667186261694),37.13767,-88.68558,False
0.0,POINT (-82.1320722222222 38.833525),38.83352,-82.13207,False
350000.0,POINT (-76.29734443074149 36.76728391548632),36.76728,-76.29734,True
0.0,POINT (-70.96783827218289 42.24417999843718),42.24418,-70.96784,False
0.0,POINT (-90.71534013748148 29.56847292195229),29.56847,-90.71534,False
0.0,POINT (-122.67303886100646 45.53209718714924),45.5321,-122.67304,False
35000.0,POINT (-76.29556896155765 36.77412760597007),36.77413,-76.29557,True
500000.0,POINT (-90.127666283694 29.733532070556983),29.73353,-90.12767,True
0.0,POINT (-82.17563359086664 41.469781634871914),41.46978,-82.17563,False
164.0,POINT (-76.29577333319514 36.775252861886734),36.77525,-76.29577,True
5000.0,POINT (-91.03369247091925 39.44532787934288),39.44533,-91.03369,True
0.0,POINT (-90.72118735313391 29.56837027448544),29.56837,-90.72119,False
0.0,POINT (-91.09911060333224 29.66821553309529),29.66822,-91.09911,False
0.0,POINT (-89.14627719266173 36.994303652732505),36.9943,-89.14628,False
2000.0,POINT (-76.295 36.77528333333333),36.77528,-76.295,True
0.0,POINT (-86.7806210061094 36.176062250681454),36.17606,-86.78062,False
0.0,POINT (-91.7333333333333 30.6916666666667),30.69167,-91.73333,False
350000.0,POINT (-77.27187882352237 34.57265457234376),34.57265,-77.27188,True
0.0,POINT (-73.9757294168466 40.36579046707845),40.36579,-73.97573,False
21000.0,POINT (-80.18291444859607 25.778951334894305),25.77895,-80.18291,True
5000.0,POINT (-74.87415 38.95611666666667),38.95612,-74.87415,True
0.0,POINT (-84.87834653523913 29.682701425512548),29.6827,-84.87835,False
0.0,POINT (-89.15311059806224 36.99651310415075),36.99651,-89.15311,False
0.0,POINT (-74.27912250416688 40.498922959793994),40.49892,-74.27912,False
0.0,POINT (-87.9071424007421 31.494407004848757),31.49441,-87.90714,False
0.0,POINT (-87.90737641236723 31.494537333121272),31.49454,-87.90738,False
1100000.0,POINT (-89.63042414188372 30.155460939682065),30.15546,-89.63042,True
0.0,POINT (-93.28577091999016 30.082978683841517),30.08298,-93.28577,False
0.0,POINT (-93.22819 30.01115),30.01115,-93.22819,False
10.0,POINT (-87.6242099274851 41.8888698199659),41.88887,-87.62421,True
0.0,POINT (-87.56701494826126 41.63901462562608),41.63901,-87.56701,False
0.0,POINT (-88.08859015257207 41.51638042501218),41.51638,-88.08859,False
0.0,POINT (-90.90663528442356 32.31555226595931),32.31555,-90.90664,False
0.0,POINT (-89.67513656616201 40.55429150243076),40.55429,-89.67514,False
0.0,POINT (-91.09935416338853 29.66856487241369),29.66856,-91.09935,False
0.0,POINT (-87.90702438354566 31.493437271147187),31.49344,-87.90702,False
0.0,POINT (-90.16960716247553 29.943982453809827),29.94398,-90.16961,False
125000.0,POINT (-91.3316507704985 30.155327741269467),30.15533,-91.33165,True
0.0,POINT (-122.39451880822872 47.27762796220631),47.27763,-122.39452,False
200.0,POINT (-73.81144709125076 40.5959339416303),40.59593,-73.81145,True
0.0,POINT (-84.33131790161276 35.74642405576374),35.74642,-84.33132,False
0.0,POINT (-90.182675 38.6650916666667),38.66509,-90.18268,False
0.0,POINT (-88.68745787484677 37.132286325355295),37.13229,-88.68746,False
3500.0,POINT (-82.68816447258187 27.44434298928272),27.44434,-82.68816,True
0.0,POINT (-87.55035495758126 37.90450422339724),37.9045,-87.55035,False
0.0,POINT (-89.20059116908284 41.311202917035374),41.3112,-89.20059,False
0.0,POINT (-88.01533955462044 32.237474695639946),32.23747,-88.01534,False
0.0,POINT (-90.60815091677809 39.632702586891305),39.6327,-90.60815,False
0.0,POINT (-91.2123641967767 29.69250034903216),29.6925,-91.21236,False
0.0,POINT (-91.21433937165459 29.696721056789933),29.69672,-91.21434,False
0.0,POINT (-91.21175981913163 29.692432088469225),29.69243,-91.21176,False
0.0,POINT (-87.56696319580145 41.639153917484286),41.63915,-87.56696,False
0.0,POINT (-89.17389526661881 37.02380068232908),37.0238,-89.1739,False
0.0,POINT (-76.57777882423932 34.715958605206254),34.71596,-76.57778,False
0.0,POINT (-89.466073396208 37.21697815742384),37.21698,-89.46607,False
0.0,POINT (-91.04658222198493 39.45667247145596),39.45667,-91.04658,False
0.0,POINT (-87.4118027687083 37.86899162232227),37.86899,-87.4118,False
500.0,POINT (-76.69343333333333 34.7207),34.7207,-76.69343,True
0.0,POINT (-85.31336581707082 29.83191297664863),29.83191,-85.31337,False
90000.0,POINT (-89.2642189435072 30.34237407335712),30.34237,-89.26422,True
0.0,POINT (-90.58737711158028 34.49629015585624),34.49629,-90.58738,False
0.0,POINT (-89.14778556028246 36.97874183986449),36.97874,-89.14779,False
0.0,POINT (-76.29571666666665 36.775016666666666),36.77502,-76.29572,False
30000.0,POINT (-82.6880583257653 27.444196422967885),27.4442,-82.68806,True
0.0,POINT (-90.6104006888963 39.44920131309224),39.4492,-90.6104,False
0.0,POINT (-90.07694721813337 35.12818956840398),35.12819,-90.07695,False
0.0,POINT (-77.04162537748067 38.874994125005216),38.87499,-77.04163,False
0.0,POINT (-91.09166479110685 40.79866266329313),40.79866,-91.09166,False
10000.0,POINT (-74.87380988949678 38.95607059216292),38.95607,-74.87381,True
0.0,POINT (-91.0331459579953 39.4448643283624),39.44486,-91.03315,False
0.0,POINT (-93.448028 32.19869),32.19869,-93.44803,False
123551.0,POINT (-81.952 26.45433333333333),26.45433,-81.952,True
0.0,POINT (-87.5664911270146 41.639275539297664),41.63928,-87.56649,False
0.0,POINT (-91.03452301025379 39.44439480931139),39.44439,-91.03452,False
0.0,POINT (-89.1487819596432 36.978218867592325),36.97822,-89.14878,False
0.0,POINT (-76.18633333333332 36.72366666666667),36.72367,-76.18633,False
0.0,POINT (-88.00072749830454 36.01818198103706),36.01818,-88.00073,False
0.0,POINT (-91.0323722222222 39.4464),39.4464,-91.03237,False
0.0,POINT (-76.29245853424422 36.79696471907336),36.79696,-76.29246,False
0.0,POINT (-82.68829321861497 27.4446095882076),27.44461,-82.68829,False
0.0,POINT (-91.0338333333333 39.443333333333335),39.44333,-91.03383,False
0.0,POINT (-84.87490374912731 29.678005338616163),29.67801,-84.8749,False
0.0,POINT (-90.18421560305268 41.83655822878236),41.83656,-90.18422,False
0.0,POINT (-95.55516666666665 28.94983333333333),28.94983,-95.55517,False
0.0,POINT (-91.2812862396239 43.83326032166869),43.83326,-91.28129,False
0.0,POINT (-91.2835 43.83416666666666),43.83417,-91.2835,False
0.0,POINT (-91.4714916087009 29.68095120273864),29.68095,-91.47149,False
0.0,POINT (-91.27604133677393 43.83513151903418),43.83513,-91.27604,False
0.0,POINT (-91.4203611111111 39.9311888888889),39.93119,-91.42036,False
0.0,POINT (-73.2625448732407 40.63034072623064),40.63034,-73.26254,False
0.0,POINT (-90.16578769683805 42.06418796264735),42.06419,-90.16579,False
0.0,POINT (-91.7977777777778 30.9816666666667),30.98167,-91.79778,False
