facility_damage,summary_point,lat,long,highlight_in_map2
0.0,POINT (-79.84396076202688 40.35787529856148),40.35788,-79.84396,False
0.0,POINT (-91.26246666666665 43.80921666666666),43.80922,-91.26247,False
0.0,POINT (-90.168 42.06433333333333),42.06433,-90.168,False
0.0,POINT (-91.74590671365763 30.539130200116915),30.53913,-91.74591,False
0.0,POINT (-90.16711807250931 42.0703048121023),42.0703,-90.16712,False
0.0,POINT (-90.90421056747388 32.314282860383486),32.31428,-90.90421,False
0.0,POINT (-87.56443119049139 41.665906223811646),41.66591,-87.56443,False
50.0,POINT (-81.79001666666667 26.14175),26.14175,-81.79002,True
0.0,POINT (-90.02549674711757 29.96863301145404),29.96863,-90.0255,False
0.0,POINT (-88.04833420493107 30.726382286487535),30.72638,-88.04833,False
0.0,POINT (-87.99906147196867 41.682728614538405),41.68273,-87.99906,False
0.0,POINT (-90.59454538608244 41.51145795106656),41.51146,-90.59455,False
0.0,POINT (-90.1278 29.7335),29.7335,-90.1278,False
0.0,POINT (-87.9071584939962 31.49440534875777),31.49441,-87.90716,False
25000.0,POINT (-90.16837 42.06497),42.06497,-90.16837,True
0.0,POINT (-90.16803151946192 29.94532602915553),29.94533,-90.16803,False
0.0,POINT (-90.18418319269944 38.614740106731006),38.61474,-90.18418,False
0.0,POINT (-94.38873216054307 29.5948570075307),29.59486,-94.38873,False
100000.0,POINT (-85.7909116745008 38.27762310009562),38.27762,-85.79091,True
0.0,POINT (-88.58514214257019 41.30625918469029),41.30626,-88.58514,False
0.0,POINT (-124.32111666666668 43.33925),43.33925,-124.32112,False
84000.0,POINT (-76.295038 36.775168),36.77517,-76.29504,True
0.0,POINT (-91.28145 43.83306666666667),43.83307,-91.28145,False
0.0,POINT (-90.6077972222222 39.6328333333333),39.63283,-90.6078,False
0.0,POINT (-73.81055409424735 40.596215366419),40.59622,-73.81055,False
0.0,POINT (-88.04470881593129 30.737576538854142),30.73758,-88.04471,False
0.0,POINT (-89.67805480957034 40.553769793849696),40.55377,-89.67805,False
0.0,POINT (-90.6077972222222 39.6328333333333),39.63283,-90.6078,False
0.0,POINT (-82.68768333333334 27.443316666666668),27.44332,-82.68768,False
0.0,POINT (-89.67537887033299 40.55406245783171),40.55406,-89.67538,False
0.0,POINT (-77.89962869260171 34.0558274242594),34.05583,-77.89963,False
0.0,POINT (-90.3737333333333 29.94543333333333),29.94543,-90.37373,False
0.0,POINT (-90.01773333333334 29.963833333333334),29.96383,-90.01773,False
0.0,POINT (-91.7333333333333 30.6916666666667),30.69167,-91.73333,False
0.0,POINT (-91.28203610437448 43.832673909115),43.83267,-91.28204,False
0.0,POINT (-87.91344022750934 43.04662344763336),43.04662,-87.91344,False
10000.0,POINT (-76.2956778956072 36.773621690836144),36.77362,-76.29568,True
0.0,POINT (-86.77654373489342 36.16830617279802),36.16831,-86.77654,False
0.0,POINT (-80.7402733009517 40.012081283039606),40.01208,-80.74027,False
0.0,POINT (-88.0845 41.531666666666666),41.53167,-88.0845,False
0.0,POINT (-74.27977180481379 40.4966181140558),40.49662,-74.27977,False
24200000.0,POINT (-90.12448552613637 29.728833709907065),29.72883,-90.12449,True
0.0,POINT (-88.5850688022861 41.30558437284865),41.30558,-88.58507,False
0.0,POINT (-122.12256897922408 38.042394782142765),38.04239,-122.12257,False
0.0,POINT (-88.9752 30.4156),30.4156,-88.9752,False
0.0,POINT (-87.66088628473305 44.09218809882938),44.09219,-87.66089,False
0.0,POINT (-83.13565 42.282733333333326),42.28273,-83.13565,False
0.0,POINT (-92.25566666666668 34.7485),34.7485,-92.25567,False
0.0,POINT (-88.08658218383829 41.52472330409505),41.52472,-88.08658,False
0.0,POINT (-91.28126210259437 43.833246763953376),43.83325,-91.28126,False
0.0,POINT (-88.1042633056646 41.50251068128169),41.50251,-88.10426,False
0.0,POINT (-86.77787320827862 36.17116096156723),36.17116,-86.77787,False
50000.0,POINT (-90.02603387832646 30.00419954169957),30.0042,-90.02603,True
0.0,POINT (-70.25881890510003 43.64434520782663),43.64435,-70.25882,False
0.0,POINT (-91.33154688386078 30.155491693329814),30.15549,-91.33155,False
0.0,POINT (-85.77105525005386 38.263857757591886),38.26386,-85.77106,False
0.0,POINT (-89.0316546611939 30.424841440301027),30.42484,-89.03165,False
0.0,POINT (-88.12703913531548 36.772314905154175),36.77231,-88.12704,False
0.0,POINT (-87.90685711553002 43.02973935808413),43.02974,-87.90686,False
65493.0,POINT (-94.091595 30.081925),30.08192,-94.0916,True
10500.0,POINT (-76.31793333333333 37.013533333333335),37.01353,-76.31793,True
0.0,POINT (-84.7275558727155 45.82850384103344),45.8285,-84.72756,False
0.0,POINT (-91.03406072193508 39.443805580655344),39.44381,-91.03406,False
0.0,POINT (-73.81796882928752 40.86330247245588),40.8633,-73.81797,False
0.0,POINT (-80.09940039699131 26.138188609888104),26.13819,-80.0994,False
0.0,POINT (-87.54162243912104 41.727496677597166),41.7275,-87.54162,False
0.0,POINT (-89.1490209343843 36.99158270607342),36.99158,-89.14902,False
0.0,POINT (-91.26935577392446 43.82664678368237),43.82665,-91.26936,False
0.0,POINT (-89.61092667780126 36.11309172691451),36.11309,-89.61093,False
0.0,POINT (-88.08028969842243 41.54655647810198),41.54656,-88.08029,False
0.0,POINT (-91.09916272164948 29.667240786643102),29.66724,-91.09916,False
0.0,POINT (-89.61196517944339 36.11282887626621),36.11283,-89.61197,False
20000.0,POINT (-76.29555903248304 36.77370383149263),36.7737,-76.29556,True
0.0,POINT (-95.588263 29.011081),29.01108,-95.58826,False
0.0,POINT (-88.58561587488313 41.30598047530691),41.30598,-88.58562,False
0.0,POINT (-81.56600271966086 39.27116125181831),39.27116,-81.566,False
0.0,POINT (-81.56681005038942 39.27178344215979),39.27178,-81.56681,False
0.0,POINT (-88.68813212164467 37.13012928195776),37.13013,-88.68813,False
0.0,POINT (-87.94502592086847 30.836913554919807),30.83691,-87.94503,False
0.0,POINT (-88.10391998291064 41.49988249680041),41.49988,-88.10392,False
0.0,POINT (-89.17809104919453 37.023129453436255),37.02313,-89.17809,False
0.0,POINT (-91.73412895202588 30.691049154484656),30.69105,-91.73413,False
0.0,POINT (-88.09167057764724 41.51092860705747),41.51093,-88.09167,False
0.0,POINT (-89.17780942035584 37.02252770452064),37.02253,-89.17781,False
0.0,POINT (-90.60771972690115 39.63255985232427),39.63256,-90.60772,False
0.0,POINT (-88.68798262698112 37.129716169671205),37.12972,-88.68798,False
0.0,POINT (-90.9078411789823 32.310696819356984),32.3107,-90.90784,False
0.0,POINT (-87.55117034912105 37.90768715836127),37.90769,-87.55117,False
0.0,POINT (-77.2718469699586 34.57287389852556),34.57287,-77.27185,False
60000.0,POINT (-85.60822977747684 30.104581244185745),30.10458,-85.60823,True
36000.0,POINT (-93.96431064605628 29.82327557556912),29.82328,-93.96431,True
2500000.0,POINT (-87.36547565460235 36.52286216750496),36.52286,-87.36548,True
10000.0,POINT (-93.28558301925604 30.083092024111615),30.08309,-93.28558,True
0.0,POINT (-88.58560180664136 41.305455420728165),41.30546,-88.5856,False
0.0,POINT (-93.964321 29.823397),29.8234,-93.96432,False
0.0,POINT (-90.9046794604696 32.31542342106891),32.31542,-90.90468,False
0.0,POINT (-89.264650777088 30.34245611970028),30.34246,-89.26465,False
0.0,POINT (-81.56582956857893 39.27147870607416),39.27148,-81.56583,False
0.0,POINT (-90.0665025338026 35.15304771088783),35.15305,-90.0665,False
0.0,POINT (-87.41240626573686 37.869066789268686),37.86907,-87.41241,False
0.0,POINT (-89.14793653075674 36.993734351976016),36.99373,-89.14794,False
0.0,POINT (-88.68318957752798 37.13021932142634),37.13022,-88.68319,False
0.0,POINT (-82.5733972222222 38.4054388888889),38.40544,-82.5734,False
0.0,POINT (-86.77823983468838 36.17156302998644),36.17156,-86.77824,False
0.0,POINT (-85.75860069724713 38.26050555571191),38.26051,-85.7586,False
0.0,POINT (-91.09956357820585 29.661381069443717),29.66138,-91.09956,False
0.0,POINT (-91.74596636648691 30.53895782439703),30.53896,-91.74597,False
0.0,POINT (-82.57414615344577 38.403955959795375),38.40396,-82.57415,False
0.0,POINT (-85.7635778429494 38.26151874274319),38.26152,-85.76358,False
0.0,POINT (-89.14556121826192 36.99396579945556),36.99397,-89.14556,False
0.0,POINT (-88.39944411917924 37.14855782175256),37.14856,-88.39944,False
0.0,POINT (-89.17783355712906 37.02261550236246),37.02262,-89.17783,False
0.0,POINT (-88.68781075255858 37.13300075357097),37.133,-88.68781,False
0.0,POINT (-84.54203224182271 39.097677106569904),39.09768,-84.54203,False
0.0,POINT (-93.86342629270506 39.20974746367663),39.20975,-93.86343,False
0.0,POINT (-93.28575468063232 30.082861412655014),30.08286,-93.28575,False
1500000.0,POINT (-90.71078333333332 29.596766666666667),29.59677,-90.71078,True
0.0,POINT (-88.74354050899753 37.14231327384309),37.14231,-88.74354,False
10000.0,POINT (-91.74589870630344 30.538728727937563),30.53873,-91.7459,True
0.0,POINT (-88.74354004772337 37.14231847449329),37.14232,-88.74354,False
0.0,POINT (-76.27954101562845 36.88878626051701),36.88879,-76.27954,False
0.0,POINT (-88.13155746460019 37.68998326262437),37.68998,-88.13156,False
0.0,POINT (-90.03452306985857 30.031690486105347),30.03169,-90.03452,False
0.0,POINT (-95.276508521229 29.726960046675288),29.72696,-95.27651,False
0.0,POINT (-90.90383333333331 32.317166666666665),32.31717,-90.90383,False
0.0,POINT (-95.08039039200224 29.800676530662614),29.80068,-95.08039,False
0.0,POINT (-88.04471826553402 30.738201297415024),30.7382,-88.04472,False
0.0,POINT (-88.68563426250978 37.13731015820421),37.13731,-88.68563,False
0.0,POINT (-86.83170286274284 36.182371477924136),36.18237,-86.8317,False
150000.0,POINT (-77.27186783500261 34.57260548626517),34.57261,-77.27187,True
0.0,POINT (-90.16837 42.06497),42.06497,-90.16837,False
25000.0,POINT (-91.33137731483312 30.15534961735821),30.15535,-91.33138,True
25000.0,POINT (-87.63170635700261 30.29514543641829),30.29515,-87.63171,True
2000.0,POINT (-76.29466666666667 36.774833333333326),36.77483,-76.29467,True
0.0,POINT (-89.59416666666665 40.68183333333333),40.68183,-89.59417,False
0.0,POINT (-91.1987373829554 30.50705412761397),30.50705,-91.19874,False
0.0,POINT (-74.01015615463682 40.18754433107832),40.18754,-74.01016,False
0.0,POINT (-91.2585 43.78766666666667),43.78767,-91.2585,False
0.0,POINT (-91.21157674066734 29.692849027709094),29.69285,-91.21158,False
0.0,POINT (-91.26978492736792 43.8259720211241),43.82597,-91.26978,False
0.0,POINT (-90.1865972222222 38.6746138888889),38.67461,-90.1866,False
0.0,POINT (-90.61030483245838 39.457716221414906),39.45772,-90.6103,False
0.0,POINT (-90.43407623062696 40.02306503689649),40.02307,-90.43408,False
0.0,POINT (-95.20751666666665 29.21215),29.21215,-95.20752,False
0.0,POINT (-90.16351010061483 42.09865261233528),42.09865,-90.16351,False
0.0,POINT (-91.0323722222222 39.4464),39.4464,-91.03237,False
0.0,POINT (-90.1654185280529 42.06411185737578),42.06411,-90.16542,False
0.0,POINT (-85.77044105529882 38.26337111364642),38.26337,-85.77044,False
0.0,POINT (-90.16837 42.06497),42.06497,-90.16837,False
0.0,POINT (-90.18308744035437 41.83782078613065),41.83782,-90.18309,False
0.0,POINT (-84.50134849548489 39.09572871398571),39.09573,-84.50135,False
0.0,POINT (-74.08699607849533 40.78260385786202),40.7826,-74.087,False
0.0,POINT (-91.09935416338853 29.66856487241369),29.66856,-91.09935,False
0.0,POINT (-71.96868772029248 41.35469657125351),41.3547,-71.96869,False
0.0,POINT (-91.09935416 29.66856487),29.66856,-91.09935,False
0.0,POINT (-91.41979080123551 31.558732525317275),31.55873,-91.41979,False
0.0,POINT (-88.84571988332587 41.34194408792976),41.34194,-88.84572,False
0.0,POINT (-91.03457665443443 39.44478007250015),39.44478,-91.03458,False
1200.0,POINT (-91.09935416 29.66856487),29.66856,-91.09935,True
0.0,POINT (-90.008846282959 29.87188845638508),29.87189,-90.00885,False
,POINT (-91.29516666666666 40.62833333333333),40.62833,-91.29517,False
0.0,POINT (-81.717073 30.273645),30.27364,-81.71707,False
50000.0,POINT (-89.63034999999998 30.155416666666667),30.15542,-89.63035,True
1000.0,POINT (-92.34149813959633 29.60011545374397),29.60012,-92.3415,True
0.0,POINT (-89.14572400826793 36.97992163469311),36.97992,-89.14572,False
0.0,POINT (-74.8741 38.956243),38.95624,-74.8741,False
0.0,POINT (-74.71577660453487 39.118975547408816),39.11898,-74.71578,False
0.0,POINT (-88.83961582787674 41.34193414944059),41.34193,-88.83962,False
3100.0,POINT (-90.16591644287033 42.06565351151819),42.06565,-90.16592,True
0.0,POINT (-69.67129536095139 43.8816642776502),43.88166,-69.6713,False
0.0,POINT (-93.28581 30.08281),30.08281,-93.28581,False
0.0,POINT (-87.54323025397811 41.722887319165686),41.72289,-87.54323,False
0.0,POINT (-70.96734340283982 42.24490932547084),42.24491,-70.96734,False
12000.0,POINT (-87.90710778954526 31.494402981762835),31.4944,-87.90711,True
2000.0,POINT (-76.29533386230834 36.775105445690194),36.77511,-76.29533,True
0.0,POINT (-89.83838653564489 37.90286601468194),37.90287,-89.83839,False
0.0,POINT (-95.08492808982449 29.805291779980767),29.80529,-95.08493,False
0.0,POINT (-75.20568333333334 39.935516666666665),39.93552,-75.20568,False
0.0,POINT (-76.29483333333333 36.775333333333336),36.77533,-76.29483,False
0.0,POINT (-76.29531240463629 36.775071070853755),36.77507,-76.29531,False
60000.0,POINT (-91.2750157342738 43.83267748490112),43.83268,-91.27502,True
0.0,POINT (-84.54235678911324 39.09713454655958),39.09713,-84.54236,False
0.0,POINT (-75.52011666666665 39.68875),39.68875,-75.52012,False
0.0,POINT (-88.0153879532316 32.237707529918474),32.23771,-88.01539,False
20000.0,POINT (-85.60541009903038 30.107098122127457),30.1071,-85.60541,True
0.0,POINT (-87.94470405578633 30.836867494415092),30.83687,-87.9447,False
10000.0,POINT (-70.88800317049619 42.53936139101914),42.53936,-70.888,True
0.0,POINT (-79.96133422851823 32.89133904949939),32.89134,-79.96133,False
0.0,POINT (-79.89453333333331 40.157),40.157,-79.89453,False
0.0,POINT (-122.23038333333334 37.76908333333333),37.76908,-122.23038,False
5000.0,POINT (-76.29445409775148 36.775672628267166),36.77567,-76.29445,True
25000.0,POINT (-90.38553346280237 29.569134023998625),29.56913,-90.38553,True
0.0,POINT (-73.89379119873472 41.072928393085775),41.07293,-73.89379,False
0.0,POINT (-87.9099104404456 43.03732377075756),43.03732,-87.90991,False
0.0,POINT (-90.65446472167936 42.48733573129241),42.48734,-90.65446,False
50.0,POINT (-97.20169748272895 26.0708184760684),26.07082,-97.2017,True
30.0,POINT (-73.84349833543149 40.76484660729856),40.76485,-73.8435,True
0.0,POINT (-90.16643142700316 42.06552607382604),42.06553,-90.16643,False
0.0,POINT (-80.00178194046259 40.43569407703176),40.43569,-80.00178,False
0.0,POINT (-74.4208 39.38595),39.38595,-74.4208,False
50000.0,POINT (-91.28042 43.8332277777778),43.83323,-91.28042,True
0.0,POINT (-118.1825698 46.56486933),46.56487,-118.18257,False
2000.0,POINT (-89.63119137809953 30.155614289480692),30.15561,-89.63119,True
0.0,POINT (-90.02508974075296 29.969898233538625),29.9699,-90.02509,False
100000.0,POINT (-91.28042 43.8332277777778),43.83323,-91.28042,True
85000.0,POINT (-88.0444901632922 30.7384461625028),30.73845,-88.04449,True
0.0,POINT (-93.34786261976096 30.06566943579628),30.06567,-93.34786,False
0.0,POINT (-91.09910470044883 29.66792084287734),29.66792,-91.0991,False
0.0,POINT (-89.62783333333331 36.10883333333334),36.10883,-89.62783,False
0.0,POINT (-87.90715971798248 31.494405041872128),31.49441,-87.90716,False
0.0,POINT (-82.5733972222222 38.4054388888889),38.40544,-82.5734,False
50000.0,POINT (-87.195141 30.548756),30.54876,-87.19514,True
0.0,POINT (-90.1833972222222 38.6146777777778),38.61468,-90.1834,False
0.0,POINT (-70.91752624512309 41.63926935455444),41.63927,-70.91753,False
0.0,POINT (-76.09244924747102 36.90743755052436),36.90744,-76.09245,False
0.0,POINT (-91.74550151824904 30.539031748955903),30.53903,-91.7455,False
0.0,POINT (-89.46743578271295 37.21601273162469),37.21601,-89.46744,False
0.0,POINT (-90.1840333333333 41.8366583333333),41.83666,-90.18403,False
0.0,POINT (-72.08654558658998 41.363180302861124),41.36318,-72.08655,False
40000.0,POINT (-122.18915319441884 48.017227732168),48.01723,-122.18915,True
450.0,POINT (-91.21176876418669 29.6910901722006),29.69109,-91.21177,True
0.0,POINT (-73.9291416666667 40.8037527777778),40.80375,-73.92914,False
0.0,POINT (-88.60835220403027 30.37656794881266),30.37657,-88.60835,False
0.0,POINT (-97.39528283341848 27.81267885480649),27.81268,-97.39528,False
0.0,POINT (-85.76331836367513 38.26149798926579),38.2615,-85.76332,False
0.0,POINT (-87.9072222222222 31.4944444444444),31.49444,-87.90722,False
0.0,POINT (-93.2470700867056 30.23806452280914),30.23806,-93.24707,False
0.0,POINT (-91.1972222222222 30.5069444444444),30.50694,-91.19722,False
0.0,POINT (-88.74116498580743 37.14510582457334),37.14511,-88.74116,False
0.0,POINT (-89.1470406018431 36.99341737447545),36.99342,-89.14704,False
0.0,POINT (-91.79753457571672 30.981350173705817),30.98135,-91.79753,False
0.0,POINT (-95.26680743694179 29.7249137207246),29.72491,-95.26681,False
0.0,POINT (-89.62341666666667 40.63506666666667),40.63507,-89.62342,False
0.0,POINT (-90.61035548715094 39.45667980624056),39.45668,-90.61036,False
0.0,POINT (-95.08422550992762 29.80639784691354),29.8064,-95.08423,False
0.0,POINT (-75.81272720926334 38.4884748283017),38.48847,-75.81273,False
0.0,POINT (-88.01533955462044 32.237474695639946),32.23747,-88.01534,False
100000.0,POINT (-89.62861412712142 30.15626220458753),30.15626,-89.62861,True
0.0,POINT (-90.58760332496648 34.496400692110335),34.4964,-90.5876,False
0.0,POINT (-88.8940773010255 30.41927424370368),30.41927,-88.89408,False
0.0,POINT (-95.49287169108833 35.952249047323775),35.95225,-95.49287,False
0.0,POINT (-91.19919052944584 30.50705058039715),30.50705,-91.19919,False
0.0,POINT (-90.00899648666413 29.871962883685526),29.87196,-90.009,False
0.0,POINT (-90.44984436035104 40.01504259119848),40.01504,-90.44984,False
0.0,POINT (-77.04032905124485 38.87560389098284),38.8756,-77.04033,False
0.0,POINT (-91.79722839345315 30.98133125845177),30.98133,-91.79723,False
0.0,POINT (-91.42367935180624 31.556942722199175),31.55694,-91.42368,False
150000.0,POINT (-91.27532255973347 43.835002713919295),43.835,-91.27532,True
0.0,POINT (-80.43228333333333 40.627133333333326),40.62713,-80.43228,False
0.0,POINT (-89.67535546172378 40.55423222561223),40.55423,-89.67536,False
0.0,POINT (-72.09297513685632 41.357835314237086),41.35784,-72.09298,False
0.0,POINT (-87.8321478366866 32.845829534038884),32.84583,-87.83215,False
0.0,POINT (-87.83219054133241 32.84597119424863),32.84597,-87.83219,False
0.0,POINT (-77.038729305335 38.874374326860575),38.87437,-77.03873,False
0.0,POINT (-88.06237792968666 36.444535705156085),36.44454,-88.06238,False
500.0,POINT (-91.0340949038575 39.44393553054955),39.44394,-91.03409,True
0.0,POINT (-88.84029364585926 41.34220450873404),41.3422,-88.84029,False
150000.0,POINT (-89.6766815185569 40.553248081201886),40.55325,-89.67668,True
0.0,POINT (-81.56491346200822 39.27072233569397),39.27072,-81.56491,False
0.0,POINT (-87.90710778954526 31.494402981762835),31.4944,-87.90711,False
0.0,POINT (-91.2141237258908 29.696607409720112),29.69661,-91.21412,False
0.0,POINT (-89.6752611111111 40.5539055555556),40.55391,-89.67526,False
0.0,POINT (-91.42164510498816 31.559639932224652),31.55964,-91.42165,False
0.0,POINT (-90.65085557921992 42.498841443382354),42.49884,-90.65086,False
0.0,POINT (-90.64982986450175 42.498703172268726),42.4987,-90.64983,False
0.0,POINT (-90.59918975830023 41.507338953696575),41.50734,-90.59919,False
0.0,POINT (-88.04842814457265 30.726459503681436),30.72646,-88.04843,False
0.0,POINT (-90.9110985564898 30.10145486912532),30.10145,-90.9111,False
0.0,POINT (-90.1791027777778 38.6289583333333),38.62896,-90.1791,False
0.0,POINT (-89.14815262219763 36.97799493514817),36.97799,-89.14815,False
0.0,POINT (-91.32267670392545 30.39480238981415),30.3948,-91.32268,False
0.0,POINT (-90.1839052388239 41.83616557165815),41.83617,-90.18391,False
0.0,POINT (-95.26748617868536 29.724723998239472),29.72472,-95.26749,False
0.0,POINT (-72.3486355603503 41.31079991375156),41.3108,-72.34864,False
0.0,POINT (-94.5875782968002 39.11279299006564),39.11279,-94.58758,False
0.0,POINT (-90.59318993085316 41.50966157021682),41.50966,-90.59319,False
0.0,POINT (-87.63816498103688 41.88188776446584),41.88189,-87.63816,False
0.0,POINT (-122.5055211180587 38.1157872588693),38.11579,-122.50552,False
